LaneNo,source,target,type,weight,편성당칸수,운행횟수,혼잡지수
9,339_한성백제역,266_올림픽공원역,subway,13690,6,110,0.1296401515151515
9,198_송파나루역,339_한성백제역,subway,15578,6,110,0.1475189393939394
9,357_흑석역,103_동작역,subway,23864,6,110,0.22598484848484848
9,185_석촌고분역,186_석촌역,subway,3489,6,110,0.03303977272727273
9,166_삼전역,185_석촌고분역,subway,5847,6,110,0.05536931818181818
9,306_종합운동장역,166_삼전역,subway,9518,6,110,0.09013257575757576
9,186_석촌역,198_송파나루역,subway,19298,6,110,0.18274621212121211
9,162_삼성중앙역,147_봉은사역,subway,16046,6,110,0.15195075757575757
9,190_선정릉역,162_삼성중앙역,subway,23724,6,110,0.22465909090909092
9,250_언주역,190_선정릉역,subway,139572,6,110,1.3217045454545455
9,212_신논현역,250_언주역,subway,25440,6,110,0.2409090909090909
9,157_사평역,212_신논현역,subway,10306,6,110,0.09759469696969697
9,27_고속터미널역,157_사평역,subway,10285,6,110,0.09739583333333333
9,220_신반포역,27_고속터미널역,subway,2552,6,110,0.024166666666666666
9,42_구반포역,220_신반포역,subway,2810,6,110,0.026609848484848486
9,147_봉은사역,306_종합운동장역,subway,7238,6,110,0.06854166666666667
100,41_구룡역,91_도곡역,subway,64387,6,352,0.19053918087121213
100,17_개포동역,41_구룡역,subway,63000,6,352,0.1864346590909091
100,83_대모산입구역,17_개포동역,subway,74697,6,352,0.22104936079545454
100,127_모란역,331_태평역,subway,12075,6,352,0.03573330965909091
100,146_복정역,203_수서역,subway,55079,6,352,0.16299419981060606
100,8_가천대역,146_복정역,subway,20497,6,352,0.06065636837121212
100,331_태평역,8_가천대역,subway,17300,6,352,0.05119554924242424
100,203_수서역,83_대모산입구역,subway,81106,6,352,0.24001538825757576
100,341_한티역,187_선릉역,subway,23985,6,352,0.07097833806818182
100,91_도곡역,341_한티역,subway,71701,6,352,0.21218335700757576
100,190_선정릉역,9_강남구청역,subway,80479,6,352,0.23815991950757576
100,9_강남구청역,238_압구정로데오역,subway,111377,6,352,0.32959576231060606
100,238_압구정로데오역,180_서울숲역,subway,103298,6,352,0.3056877367424242
100,180_서울숲역,267_왕십리역,subway,101127,6,352,0.29926313920454545
100,187_선릉역,190_선정릉역,subway,42987,6,352,0.12721058238636362
101,56_김포공항역,110_마곡나루역,subway,47175,6,179,0.2745286312849162
101,110_마곡나루역,107_디지털미디어시티역,subway,91731,6,179,0.5338163407821229
101,107_디지털미디어시티역,346_홍대입구역,subway,112583,6,179,0.6551617783985102
101,346_홍대입구역,28_공덕역,subway,124630,6,179,0.7252676908752328
101,28_공덕역,181_서울역,subway,30844,6,179,0.1794925512104283
104,272_용산역,356_효창공원앞역,subway,103404,8,109,0.7411410550458716
104,178_서빙고역,287_이촌역,subway,31027,8,109,0.2223838876146789
104,337_한남역,178_서빙고역,subway,31001,8,109,0.22219753440366974
104,264_옥수역,337_한남역,subway,30974,8,109,0.2220040137614679
104,282_응봉역,264_옥수역,subway,32793,8,109,0.23504157110091742
104,169_상봉역,311_중랑역,subway,51156,8,109,0.3666571100917431
104,325_청량리역,267_왕십리역,subway,104585,8,109,0.7496057912844036
104,353_회기역,325_청량리역,subway,106069,8,109,0.7602422591743119
104,311_중랑역,353_회기역,subway,52464,8,109,0.37603211009174314
104,356_효창공원앞역,28_공덕역,subway,127347,8,109,0.9127508600917431
104,118_망우역,169_상봉역,subway,11493,8,109,0.08237528669724771
104,242_양원역,118_망우역,subway,1942,8,109,0.013919151376146788
104,267_왕십리역,282_응봉역,subway,32523,8,109,0.2331063646788991
104,28_공덕역,176_서강대역,subway,304,8,109,0.0021788990825688075
104,287_이촌역,272_용산역,subway,177071,8,109,1.2691442087155964
104,346_홍대입구역,7_가좌역,subway,1390,8,109,0.009962729357798164
104,181_서울역,228_신촌역,subway,30687,8,109,0.21994696100917432
104,228_신촌역,7_가좌역,subway,1021,8,109,0.007317947247706422
104,7_가좌역,107_디지털미디어시티역,subway,8218,8,109,0.0589019495412844
104,107_디지털미디어시티역,202_수색역,subway,14338,8,109,0.10276662844036698
104,202_수색역,351_화전역,subway,13198,8,109,0.09459575688073395
104,351_화전역,13_강매역,subway,11999,8,109,0.08600200688073395
104,13_강매역,344_행신역,subway,10563,8,109,0.07570957568807339
104,344_행신역,75_능곡역,subway,7871,8,109,0.056414850917431196
104,75_능곡역,80_대곡역,subway,7514,8,109,0.053856077981651373
104,176_서강대역,346_홍대입구역,subway,203,8,109,0.0014549885321100918
108,353_회기역,325_청량리역,subway,106069,8,137,0.6048642791970803
108,311_중랑역,353_회기역,subway,52464,8,137,0.2991788321167883
108,169_상봉역,35_광운대역,subway,69963,8,137,0.3989678375912409
108,118_망우역,169_상봉역,subway,11493,8,137,0.06553946167883212
108,211_신내역,118_망우역,subway,5985,8,137,0.034129790145985404
108,169_상봉역,311_중랑역,subway,51156,8,137,0.29171989051094893
109,244_양재역,10_강남역,subway,79181,6,327,0.25223305300713555
109,243_양재시민의숲역,244_양재역,subway,11340,6,327,0.03612385321100917
109,322_청계산입구역,243_양재시민의숲역,subway,4949,6,327,0.015765163098878696
113,145_보문역,223_신설동역,subway,77860,2,357,0.6815476190476191
113,192_성신여대입구역,145_보문역,subway,72755,2,357,0.6368609943977591
113,299_정릉역,192_성신여대입구역,subway,11595,2,357,0.1014968487394958
113,152_북한산보국문역,299_정릉역,subway,8631,2,357,0.07555147058823529
113,164_삼양사거리역,195_솔샘역,subway,2563,2,357,0.022435224089635854
113,165_삼양역,164_삼양사거리역,subway,2328,2,357,0.020378151260504202
113,348_화계역,165_삼양역,subway,2586,2,357,0.02263655462184874
113,6_가오리역,348_화계역,subway,3259,2,357,0.02852766106442577
113,1_4.19민주묘지역,6_가오리역,subway,7855,2,357,0.06875875350140057
113,194_솔밭공원역,1_4.19민주묘지역,subway,3397,2,357,0.02973564425770308
113,153_북한산우이역,194_솔밭공원역,subway,1689,2,357,0.014784663865546218
113,195_솔샘역,152_북한산보국문역,subway,5854,2,357,0.05124299719887955
