LaneNo,source,target,type,weight
1,89_덕계역,90_덕정역,subway,0.0024214770797962647
1,272_용산역,63_남영역,subway,0.09377122241086587
1,68_노량진역,272_용산역,subway,0.0561322156196944
1,84_대방역,68_노량진역,subway,0.028309634974533107
1,210_신길역,84_대방역,subway,0.0445776740237691
1,260_영등포역,210_신길역,subway,0.09143994057724958
1,217_신도림역,260_영등포역,subway,0.09249363327674023
1,40_구로역,217_신도림역,subway,0.15238752122241087
1,45_구일역,40_구로역,subway,0.08717529711375212
1,16_개봉역,45_구일역,subway,0.08357173174872666
1,265_온수역,262_오류동역,subway,0.06447898981324278
1,253_역곡역,265_온수역,subway,0.05258913412563667
1,63_남영역,181_서울역,subway,0.09354944821731749
1,193_소사역,253_역곡역,subway,0.03705326825127334
1,310_중동역,150_부천역,subway,0.016546052631578947
1,196_송내역,310_중동역,subway,0.012148769100169779
1,4_가산디지털단지역,40_구로역,subway,0.06296795415959253
1,97_독산역,4_가산디지털단지역,subway,0.04921795415959253
1,52_금천구청역,97_독산역,subway,0.03987691001697793
1,184_석수역,52_금천구청역,subway,0.033997241086587436
1,32_관악역,184_석수역,subway,0.030081706281833615
1,236_안양역,32_관악역,subway,0.026924872665534803
1,126_명학역,236_안양역,subway,0.01960844651952462
1,51_금정역,126_명학역,subway,0.017149830220713074
1,49_군포역,51_금정역,subway,0.0024055602716468593
1,150_부천역,193_소사역,subway,0.03080751273344652
1,181_서울역,208_시청역,subway,0.15052737691001697
1,262_오류동역,16_개봉역,subway,0.07125636672325976
1,303_종각역,304_종로3가역,subway,0.04858446519524618
1,245_양주역,89_덕계역,subway,0.004650891341256367
1,208_시청역,303_종각역,subway,0.06570246179966044
1,2_가능역,72_녹양역,subway,0.011365662139219015
1,284_의정부역,2_가능역,subway,0.014874787775891341
1,354_회룡역,284_의정부역,subway,0.02543081494057725
1,120_망월사역,354_회룡역,subway,0.034216893039049234
1,93_도봉산역,120_망월사역,subway,0.03899830220713073
1,94_도봉역,93_도봉산역,subway,0.04584040747028863
1,139_방학역,94_도봉역,subway,0.04932831069609508
1,317_창동역,139_방학역,subway,0.05501591680814941
1,73_녹천역,317_창동역,subway,0.06168399830220713
1,276_월계역,73_녹천역,subway,0.061385823429541596
1,72_녹양역,245_양주역,subway,0.009033319185059422
1,183_석계역,35_광운대역,subway,0.03805072156196944
1,35_광운대역,276_월계역,subway,0.06191744482173175
1,305_종로5가역,99_동대문역,subway,0.0391723259762309
1,99_동대문역,102_동묘앞역,subway,0.03842741935483871
1,102_동묘앞역,223_신설동역,subway,0.05285016977928693
1,223_신설동역,302_제기동역,subway,0.03659274193548387
1,304_종로3가역,305_종로5가역,subway,0.047764219015280135
1,325_청량리역,353_회기역,subway,0.08561863327674024
1,353_회기역,268_외대앞역,subway,0.02571413412563667
1,268_외대앞역,225_신이문역,subway,0.025122028862478777
1,225_신이문역,183_석계역,subway,0.02607279286926995
1,302_제기동역,325_청량리역,subway,0.03994269949066214
2,92_도림천역,217_신도림역,subway,0.05527107007575757
2,228_신촌역,346_홍대입구역,subway,0.012392282196969697
