title,ARS_ID,name,X,Y
1_4.19민주묘지역,1,4.19민주묘지역,127.013688568881,37.6495271717567
2_가능역,2,가능역,127.044274646711,37.7483927208896
3_가락시장역,3,가락시장역,127.118258210622,37.493092048704
4_가산디지털단지역,4,가산디지털단지역,126.882643680055,37.4803887400743
5_가양역,5,가양역,126.854402192224,37.5614294894973
6_가오리역,6,가오리역,127.01676898865,37.6416341556655
7_가좌역,7,가좌역,126.914810592109,37.5687505576544
8_가천대역,8,가천대역,127.126686575598,37.4485553966264
9_강남구청역,9,강남구청역,127.041287183507,37.5172008632289
10_강남역,10,강남역,127.027977657727,37.4980854411503
11_강동구청역,11,강동구청역,127.120443701344,37.530193178362
12_강동역,12,강동역,127.132378184615,37.5358747268317
13_강매역,13,강매역,126.844494840384,37.6122868634543
14_강변역,14,강변역,127.094722999066,37.535118053119
15_개롱역,15,개롱역,127.13507053201,37.4979574766853
16_개봉역,16,개봉역,126.858693356963,37.4946344799821
17_개포동역,17,개포동역,127.066102609769,37.4891322712554
18_개화산역,18,개화산역,126.806814324288,37.5725335465697
19_개화역,19,개화역,126.796882325598,37.5783372913891
20_거여역,20,거여역,127.143769291109,37.4933160395092
21_건대입구역,21,건대입구역,127.069202907348,37.5403976062717
22_경마공원역,22,경마공원역,127.007819960946,37.4439557812032
23_경복궁역,23,경복궁역,126.973668718282,37.5757880985498
24_경찰병원역,24,경찰병원역,127.124482367866,37.4959868949932
25_고덕역,25,고덕역,127.154163861206,37.5550395608369
26_고려대역,26,고려대역,127.036300356742,37.5904356061366
27_고속터미널역,27,고속터미널역,127.005134579686,37.5045398449292
28_공덕역,28,공덕역,126.95143307723,37.5445344743163
29_공릉역,29,공릉역,127.073019988267,37.6255391693239
30_공항시장역,30,공항시장역,126.810594967667,37.5636738875486
31_과천역,31,과천역,126.996610343398,37.4328735001529
32_관악역,32,관악역,126.908495489831,37.4195571394685
33_광나루역,33,광나루역,127.103516928227,37.545291967554
34_광명사거리역,34,광명사거리역,126.85485565284,37.4792946820271
35_광운대역,35,광운대역,127.061690626596,37.6238337612372
36_광화문역,36,광화문역,126.976409565513,37.5716441018605
37_광흥창역,37,광흥창역,126.932012687537,37.5474801664168
38_교대역,38,교대역,127.013863444681,37.4927359601279
39_구로디지털단지역,39,구로디지털단지역,126.901473089504,37.4852533671941
40_구로역,40,구로역,126.882291119347,37.5033280243545
41_구룡역,41,구룡역,127.059474850454,37.48702743532
42_구반포역,42,구반포역,126.987446814026,37.5014218099211
43_구산역,43,구산역,126.917253818257,37.6112430835611
44_구의역,44,구의역,127.086171769557,37.537160863174
45_구일역,45,구일역,126.869682064958,37.4962509036903
46_구파발역,46,구파발역,126.918834712255,37.6364177567586
47_국회의사당역,47,국회의사당역,126.917820861804,37.5281356801658
48_군자역,48,군자역,127.079494769075,37.5571496975138
49_군포역,49,군포역,126.948508477572,37.3541850663191
50_굽은다리역,50,굽은다리역,127.14287366158,37.545503186603
51_금정역,51,금정역,126.943460747528,37.3724555868554
52_금천구청역,52,금천구청역,126.893599593129,37.4561799500543
53_금호역,53,금호역,127.015820115311,37.548255518095
54_길동역,54,길동역,127.140007691428,37.5378120875517
55_길음역,55,길음역,127.025049999193,37.6033767646759
56_김포공항역,56,김포공항역,126.801906881417,37.5619477391215
57_까치산역,57,까치산역,126.846426169396,37.5322270449167
58_까치울역,58,까치울역,126.811328358368,37.5062093130608
59_낙성대역,59,낙성대역,126.963505817942,37.4770896313732
60_남구로역,60,남구로역,126.887970257024,37.4869892904115
61_남부터미널역,61,남부터미널역,127.016191235414,37.4851852186355
62_남성역,62,남성역,126.970896635447,37.4847862998916
63_남영역,63,남영역,126.971327574661,37.5405585626607
64_남태령역,64,남태령역,126.9890807468,37.4642463513885
65_남한산성입구역,65,남한산성입구역,127.159873536458,37.4516687091001
66_내방역,66,내방역,126.993577566695,37.4876549159776
67_노들역,67,노들역,126.953082505556,37.5126577019678
68_노량진역,68,노량진역,126.940888666744,37.5135712531779
69_노원역,69,노원역,127.063440071354,37.6563403562037
70_녹번역,70,녹번역,126.935814422277,37.6008031568325
71_녹사평역,71,녹사평역,126.986536101295,37.5347047736434
72_녹양역,72,녹양역,127.042261194277,37.7593852598143
73_녹천역,73,녹천역,127.051374087263,37.6446334490218
74_논현역,74,논현역,127.02164858363,37.5111873890283
75_능곡역,75,능곡역,126.82042239442,37.6190100922675
76_단대오거리역,76,단대오거리역,127.156763011663,37.4450233989513
77_답십리역,77,답십리역,127.05254316093,37.5669676097486
78_당고개역,78,당고개역,127.079048472278,37.6702060357364
79_당산역,79,당산역,126.902607283905,37.5347735014069
80_대곡역,80,대곡역,126.810920972324,37.631681128995
81_대공원역,81,대공원역,127.006734401918,37.4360449337415
82_대림역,82,대림역,126.894926522974,37.4933027323738
83_대모산입구역,83,대모산입구역,127.073070267893,37.4915428672119
84_대방역,84,대방역,126.926478663143,37.5133469218724
85_대청역,85,대청역,127.079517936005,37.4937011202813
86_대치역,86,대치역,127.063189830669,37.4944858480401
87_대화역,87,대화역,126.747487417179,37.6761429324264
88_대흥역,88,대흥역,126.942468676122,37.5476298835021
89_덕계역,89,덕계역,127.056673506557,37.8187525902328
90_덕정역,90,덕정역,127.061554773951,37.8431840486326
91_도곡역,91,도곡역,127.055497705714,37.4909757841746
92_도림천역,92,도림천역,126.882635530518,37.5145008199738
93_도봉산역,93,도봉산역,127.046053675471,37.6895585326698
94_도봉역,94,도봉역,127.045525808977,37.6791974925121
95_독립문역,95,독립문역,126.957911446269,37.5744680801684
